STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1992,,49.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1993,,48.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1994,,47.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,46.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,46.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,45.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,45.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,46.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,46.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,47.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,48,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,48.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,49,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,47.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,46,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,43.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,40.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,37.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,35.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,33.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,33,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,32,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,30.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,29.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,28.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,27.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,26.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,25.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,25,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,24.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,24.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,ZAF,South Africa,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,24.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,14.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,14.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,12.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,13,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,12,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,11.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,10.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,9.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,9.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,10,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,9.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,11,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,9.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,9.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,9.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,8.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,7.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,7.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,7.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,7.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,7.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,6.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,UKR,Ukraine,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,7.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,THA,Thailand,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1960,,112.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,THA,Thailand,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1961,,109.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_HEALTH_STATUS(1.1),Health status,I,THA,Thailand,A,Annual,INM,Infant mortality,DT_10P3BR_L,Deaths per 1 000 live births,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,NONE,No minimum threshold of gestation period or birthweight,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1962,,105.7,,1,One,,,,,,,0,Units
